timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve,Wind Direction (°)
18 09 2018 06:10,1502.23,8.11,1595.07,48.45
18 09 2018 06:20,2508.93,9.74,2621.12,39.64
18 09 2018 06:30,1643.23,8.39,1761.80,48.33
18 09 2018 06:40,1307.29,7.60,1308.59,39.82
18 09 2018 06:50,1552.39,7.89,1468.70,37.22
18 09 2018 07:00,1989.17,8.79,2009.45,38.84
18 09 2018 07:10,910.64,6.65,867.57,41.60
18 09 2018 07:20,2220.43,9.29,2329.57,33.35
18 09 2018 07:30,2046.69,8.95,2109.17,36.93
18 09 2018 07:40,1785.15,8.57,1869.66,31.66
18 09 2018 07:50,1921.66,8.91,2084.15,31.48
18 09 2018 08:00,1654.87,8.39,1760.75,32.13
18 09 2018 08:10,1574.43,8.27,1686.43,35.11
18 09 2018 08:20,2161.24,9.24,2296.70,31.66
18 09 2018 08:30,1738.51,8.51,1832.95,34.22
18 09 2018 08:40,1518.58,8.20,1647.59,37.27
18 09 2018 08:50,1159.87,7.30,1155.46,34.04
18 09 2018 09:00,1421.35,7.93,1488.30,29.87
18 09 2018 09:10,880.74,6.62,853.86,38.09
18 09 2018 09:20,1041.56,6.98,1005.34,36.07
18 09 2018 09:30,1894.56,8.91,2084.63,42.36
18 09 2018 09:40,2025.35,8.75,1983.62,34.72
18 09 2018 09:50,2330.48,9.38,2393.63,30.33
18 09 2018 10:00,2024.89,9.17,2251.62,28.61
18 09 2018 10:10,2115.71,9.24,2297.15,33.86
18 09 2018 10:20,2765.50,10.52,3076.98,34.59
18 09 2018 10:30,2828.79,10.49,3063.01,34.02
18 09 2018 10:40,2076.85,9.09,2203.82,37.69
18 09 2018 10:50,2356.96,9.77,2637.96,33.65
18 09 2018 11:00,2039.24,8.93,2100.85,37.38
18 09 2018 11:10,2645.12,10.15,2884.16,32.64
18 09 2018 11:20,1777.43,8.41,1771.11,33.23
18 09 2018 11:30,3186.53,11.44,3407.46,34.50
18 09 2018 11:40,2389.75,9.71,2597.28,34.88
18 09 2018 11:50,3195.36,11.72,3472.13,35.66
18 09 2018 12:00,3087.16,11.00,3271.94,35.13
18 09 2018 12:10,3376.97,12.12,3539.68,33.50
18 09 2018 12:20,3425.73,12.32,3563.65,33.56
18 09 2018 12:30,3253.01,12.04,3528.76,36.02
18 09 2018 12:40,3068.49,11.12,3313.68,36.33
18 09 2018 12:50,2205.98,9.21,2278.34,33.73
18 09 2018 13:00,2860.73,10.54,3082.79,30.66
18 09 2018 13:10,2729.85,10.21,2917.52,29.12
18 09 2018 13:20,2209.85,9.61,2522.14,33.07
18 09 2018 13:30,2395.33,9.61,2523.63,32.05
18 09 2018 13:40,3310.21,11.56,3435.23,34.74
18 09 2018 13:50,2106.65,9.41,2409.27,41.76
18 09 2018 14:00,1803.64,8.49,1824.61,45.68
18 09 2018 14:10,2816.83,10.53,3079.40,34.38
18 09 2018 14:20,2641.17,10.51,3068.43,37.58
18 09 2018 14:30,2038.66,9.04,2167.07,34.49
18 09 2018 14:40,3194.10,11.67,3460.06,38.42
18 09 2018 14:50,1371.20,7.53,1274.88,49.09
18 09 2018 15:00,1517.33,7.99,1526.40,44.34
18 09 2018 15:10,1919.57,8.70,1953.72,41.49
18 09 2018 15:20,2431.72,9.78,2645.76,41.00
18 09 2018 15:30,2219.27,9.46,2441.96,45.59
18 09 2018 15:40,2084.93,9.22,2284.82,41.96
18 09 2018 15:50,2251.71,9.51,2451.45,40.70
18 09 2018 16:00,1959.82,9.07,2189.39,50.20
18 09 2018 16:10,1653.39,8.31,1713.40,48.29
18 09 2018 16:20,2375.39,9.89,2720.04,46.87
18 09 2018 16:30,1961.31,8.93,2101.04,45.49
18 09 2018 16:40,2616.01,10.42,3025.10,51.62
18 09 2018 16:50,1800.92,8.61,1894.82,53.22
18 09 2018 17:00,1930.66,8.95,2110.82,57.05
18 09 2018 17:10,2238.00,9.56,2484.48,57.35
18 09 2018 17:20,2794.44,11.26,3355.37,62.58
18 09 2018 17:30,2520.76,10.53,3079.72,65.69
18 09 2018 17:40,2686.47,10.79,3194.62,66.77
18 09 2018 17:50,2533.00,10.49,3061.74,68.42
18 09 2018 18:00,3175.36,11.72,3471.83,68.60
18 09 2018 18:10,3370.05,12.31,3562.49,70.37
18 09 2018 18:20,2977.41,11.43,3402.98,72.47
18 09 2018 18:30,2732.03,10.74,3172.90,72.76
18 09 2018 18:40,3424.48,12.61,3586.62,74.02
18 09 2018 18:50,3573.13,13.47,3600.00,74.56
18 09 2018 19:00,3596.90,13.72,3600.00,72.95
18 09 2018 19:10,3602.89,14.94,3600.00,68.68
18 09 2018 19:20,3603.40,15.49,3600.00,65.32
18 09 2018 19:30,3602.97,15.23,3600.00,66.67
18 09 2018 19:40,3603.18,15.09,3600.00,70.82
18 09 2018 19:50,3599.74,13.39,3600.00,70.50
18 09 2018 20:00,3583.97,13.35,3600.00,72.41
18 09 2018 20:10,3573.33,13.21,3600.00,71.93
18 09 2018 20:20,3562.96,13.06,3600.00,71.81
18 09 2018 20:30,3436.14,11.99,3521.04,69.11
18 09 2018 20:40,3422.51,12.38,3568.86,72.06
18 09 2018 20:50,3239.79,12.02,3524.89,72.46
18 09 2018 21:00,3574.32,13.05,3600.00,72.07
18 09 2018 21:10,3584.15,13.26,3600.00,70.84
18 09 2018 21:20,3562.18,12.86,3596.33,67.56
18 09 2018 21:30,3558.46,12.77,3593.74,69.21
18 09 2018 21:40,3535.52,12.68,3589.99,69.69
18 09 2018 21:50,3480.09,12.56,3583.04,69.05
18 09 2018 22:00,3584.50,13.12,3600.00,69.17
18 09 2018 22:10,3588.03,13.32,3600.00,67.03
18 09 2018 22:20,3569.90,13.16,3600.00,67.63
18 09 2018 22:30,3529.10,12.62,3587.10,67.90
18 09 2018 22:40,3537.81,12.41,3571.94,66.63
18 09 2018 22:50,3576.21,12.69,3590.68,66.11
18 09 2018 23:00,3450.75,12.19,3548.11,65.30
18 09 2018 23:10,3463.53,12.15,3543.82,63.79
18 09 2018 23:20,3486.84,12.62,3586.74,63.00
18 09 2018 23:30,3417.80,12.02,3524.55,62.41
18 09 2018 23:40,3229.15,11.53,3427.94,62.45
18 09 2018 23:50,3070.03,11.13,3315.82,60.80
19 09 2018 00:00,2724.08,10.51,3072.33,58.97
19 09 2018 00:10,2922.16,11.19,3336.30,59.92
19 09 2018 00:20,2497.22,10.24,2931.47,60.04
19 09 2018 00:30,2804.95,10.74,3171.87,61.30
19 09 2018 00:40,2795.73,10.88,3229.60,64.28
19 09 2018 00:50,2551.86,10.07,2832.72,63.84
19 09 2018 01:00,2592.89,10.43,3034.12,63.73
19 09 2018 01:10,2840.59,10.79,3191.69,61.84
19 09 2018 01:20,2528.82,10.17,2892.49,64.11
19 09 2018 01:30,2823.49,10.84,3213.04,63.75
19 09 2018 01:40,2569.71,10.23,2926.01,64.38
19 09 2018 01:50,2712.33,10.77,3184.33,66.16
19 09 2018 02:00,2487.36,10.11,2858.16,64.37
19 09 2018 02:10,2859.91,10.75,3176.72,64.59
19 09 2018 02:20,2894.92,10.84,3214.70,63.01
19 09 2018 02:30,2645.46,10.52,3073.56,62.84
19 09 2018 02:40,2682.48,10.57,3100.22,63.50
19 09 2018 02:50,2644.96,10.35,2993.44,63.94
19 09 2018 03:00,2951.63,10.99,3268.69,64.53
19 09 2018 03:10,2573.77,10.45,3043.33,64.98
19 09 2018 03:20,2114.72,9.40,2401.96,66.41
19 09 2018 03:30,2275.94,9.69,2580.48,65.92
19 09 2018 03:40,2622.21,10.49,3060.90,66.14
19 09 2018 03:50,2705.82,10.41,3023.73,63.96
19 09 2018 04:00,2893.98,10.95,3254.53,64.93
19 09 2018 04:10,3080.15,11.38,3389.76,64.82
19 09 2018 04:20,3277.87,12.01,3523.94,65.80
19 09 2018 04:30,3360.75,12.11,3538.08,66.39
19 09 2018 04:40,3053.81,11.16,3325.44,64.18
19 09 2018 04:50,3295.08,11.92,3508.98,63.71
19 09 2018 05:00,3421.95,12.19,3548.22,65.67
19 09 2018 05:10,3297.60,11.87,3499.91,61.89
19 09 2018 05:20,2669.77,10.37,2999.54,60.12
19 09 2018 05:30,3083.36,11.28,3362.06,59.05
19 09 2018 05:40,2676.77,10.41,3020.39,60.20
19 09 2018 05:50,3273.18,11.65,3456.29,57.85
19 09 2018 06:00,2910.87,10.98,3265.42,60.03
19 09 2018 06:10,3144.94,11.45,3409.27,65.74
19 09 2018 06:20,3331.29,11.80,3488.05,63.49
19 09 2018 06:30,3397.23,12.35,3565.78,66.54
19 09 2018 06:40,2997.58,10.69,3152.64,61.27
19 09 2018 06:50,2087.92,9.18,2259.70,66.75
19 09 2018 07:00,2783.49,10.59,3105.59,61.03
19 09 2018 07:10,3049.71,11.36,3386.26,63.53
19 09 2018 07:20,2952.34,11.20,3339.39,62.91
19 09 2018 07:30,2869.05,10.88,3227.11,64.95
19 09 2018 07:40,2807.11,10.82,3203.77,63.22
19 09 2018 07:50,3091.49,11.23,3347.51,62.73
19 09 2018 08:00,3145.48,11.37,3387.17,62.27
19 09 2018 08:10,3314.43,11.84,3494.42,64.02
19 09 2018 08:20,2612.94,10.42,3027.03,63.28
19 09 2018 08:30,2707.69,10.63,3125.95,62.05
19 09 2018 08:40,2815.31,10.67,3143.87,59.96
19 09 2018 08:50,2516.13,10.21,2916.97,57.95
19 09 2018 09:00,2953.16,11.05,3290.69,59.22
19 09 2018 09:10,3427.44,12.02,3524.60,59.70
19 09 2018 09:20,2945.41,11.05,3288.84,59.59
19 09 2018 09:30,2412.98,9.91,2736.00,61.72
19 09 2018 09:40,3363.43,11.74,3474.91,58.88
19 09 2018 09:50,3371.59,11.76,3478.83,56.81
19 09 2018 10:00,2672.52,10.46,3048.15,59.55
19 09 2018 10:10,2446.69,9.98,2777.06,62.96
19 09 2018 10:20,2671.46,10.58,3105.33,63.88
19 09 2018 10:30,2655.79,10.34,2987.61,62.56
19 09 2018 10:40,2081.13,9.08,2198.10,58.70
19 09 2018 10:50,1802.39,8.40,1764.21,57.30
19 09 2018 11:00,2800.61,10.69,3151.45,60.14
19 09 2018 11:10,2660.39,10.46,3044.92,60.07
19 09 2018 11:20,1463.54,7.72,1375.92,51.23
19 09 2018 11:30,1922.83,8.79,2011.93,40.15
19 09 2018 11:40,2033.90,8.97,2126.55,33.17
19 09 2018 11:50,1715.46,8.39,1760.11,33.86
19 09 2018 12:00,2523.53,9.74,2620.68,34.52
19 09 2018 12:10,2503.24,9.96,2770.05,33.97
19 09 2018 12:20,2871.23,10.89,3233.71,40.69
19 09 2018 12:30,2858.54,10.62,3123.00,38.63
19 09 2018 12:40,3277.54,11.29,3365.18,35.77
19 09 2018 12:50,3112.44,11.18,3331.80,40.19
19 09 2018 13:00,3202.88,11.23,3348.57,37.11
19 09 2018 13:10,3113.17,11.24,3351.53,39.05
19 09 2018 13:20,3138.37,11.27,3358.72,41.03
19 09 2018 13:30,3232.16,11.35,3383.17,38.59
19 09 2018 13:40,3200.26,11.40,3395.20,43.71
19 09 2018 13:50,2944.46,10.35,2988.82,40.38
19 09 2018 14:00,2434.04,9.64,2544.68,40.22
19 09 2018 14:10,2278.73,9.30,2337.95,40.94
19 09 2018 14:20,3098.19,11.27,3359.74,51.81
19 09 2018 14:30,3260.57,11.70,3468.07,51.88
19 09 2018 14:40,2777.40,10.65,3134.32,52.95
19 09 2018 14:50,2506.45,10.06,2830.46,50.31
19 09 2018 15:00,2674.20,10.37,3001.33,50.78
19 09 2018 15:10,2730.19,10.46,3047.24,50.07
19 09 2018 15:20,3212.77,11.47,3414.56,51.49
19 09 2018 15:30,3415.10,12.08,3533.48,50.52
19 09 2018 15:40,3188.83,11.50,3422.89,51.56
19 09 2018 15:50,3122.56,11.25,3352.76,50.06
19 09 2018 16:00,2961.98,11.03,3284.55,51.27
19 09 2018 16:10,3183.88,11.61,3448.30,53.18
19 09 2018 16:20,3137.26,11.09,3304.82,53.81
19 09 2018 16:30,3550.45,12.64,3587.89,55.68
19 09 2018 16:40,3587.75,13.39,3600.00,57.87
19 09 2018 16:50,3576.89,13.71,3600.00,59.42
19 09 2018 17:00,3485.64,12.83,3595.59,58.48
19 09 2018 17:10,3481.22,12.43,3573.21,58.68
19 09 2018 17:20,3387.75,11.99,3520.37,58.58
19 09 2018 17:30,3383.66,12.10,3537.30,59.09
19 09 2018 17:40,3487.67,12.38,3568.70,59.16
19 09 2018 17:50,3425.72,12.30,3561.40,60.63
19 09 2018 18:00,3358.00,12.29,3559.90,61.43
19 09 2018 18:10,3369.86,12.30,3561.23,62.37
19 09 2018 18:20,3378.53,12.32,3563.14,63.44
19 09 2018 18:30,3224.67,11.79,3486.18,63.79
19 09 2018 18:40,3267.02,11.87,3500.96,63.58
19 09 2018 18:50,3192.69,11.59,3443.08,64.66
19 09 2018 19:00,2890.68,10.96,3258.81,65.03
19 09 2018 19:10,2664.84,10.36,2997.45,65.31
19 09 2018 19:20,2810.01,10.93,3248.63,65.95
19 09 2018 19:30,2662.79,10.52,3076.48,66.32
19 09 2018 19:40,2981.95,11.19,3334.49,68.14
19 09 2018 19:50,3076.63,11.53,3428.79,68.81
19 09 2018 20:00,2930.63,11.09,3302.11,70.21
19 09 2018 20:10,3289.52,11.92,3509.80,71.62
19 09 2018 20:20,2706.94,10.71,3161.77,73.09
19 09 2018 20:30,2569.88,10.31,2967.76,71.41
19 09 2018 20:40,2510.59,10.43,3034.18,71.89
19 09 2018 20:50,2714.34,10.65,3132.25,71.16
19 09 2018 21:00,2656.75,10.53,3077.94,69.39
19 09 2018 21:10,2609.25,10.38,3008.57,70.13
19 09 2018 21:20,2759.07,10.75,3178.77,69.73
19 09 2018 21:30,3210.07,11.85,3495.91,70.91
19 09 2018 21:40,3214.12,11.84,3494.09,70.27
19 09 2018 21:50,3323.67,12.11,3538.07,68.48
19 09 2018 22:00,3182.50,11.56,3436.90,68.88
19 09 2018 22:10,2927.86,11.14,3319.64,69.00
19 09 2018 22:20,3031.99,11.24,3351.27,68.51
19 09 2018 22:30,3418.21,12.28,3558.49,67.15
19 09 2018 22:40,3085.29,11.38,3391.35,67.40
19 09 2018 22:50,3108.58,11.43,3404.19,67.13
19 09 2018 23:00,3171.27,11.57,3439.33,66.39
19 09 2018 23:10,2838.02,10.90,3235.70,65.38
19 09 2018 23:20,2844.72,10.93,3246.90,66.83
19 09 2018 23:30,3173.34,11.62,3450.21,65.47
19 09 2018 23:40,3049.49,11.51,3425.44,64.70
19 09 2018 23:50,3110.85,11.76,3478.73,68.62
20 09 2018 00:00,3092.38,11.72,3471.66,68.14
20 09 2018 00:10,3243.40,12.06,3531.18,68.50
20 09 2018 00:20,2936.97,11.27,3360.43,68.46
20 09 2018 00:30,2939.92,11.18,3332.97,66.81
20 09 2018 00:40,3206.19,11.86,3499.19,67.33
20 09 2018 00:50,3285.00,12.04,3527.94,64.62
20 09 2018 01:00,3464.25,12.23,3553.56,65.40
20 09 2018 01:10,3137.65,11.55,3434.29,66.11
20 09 2018 01:20,3303.63,11.91,3507.86,65.35
20 09 2018 01:30,3199.36,11.81,3489.20,65.96
20 09 2018 01:40,3144.15,11.58,3441.32,65.31
20 09 2018 01:50,3124.43,11.79,3485.64,67.57
20 09 2018 02:00,2977.46,11.01,3275.00,65.64
20 09 2018 02:10,2917.29,11.10,3308.05,67.44
20 09 2018 02:20,2951.68,11.15,3323.21,65.50
20 09 2018 02:30,2667.96,10.53,3082.16,64.74
20 09 2018 02:40,2824.01,11.09,3302.12,66.96
20 09 2018 02:50,2665.33,10.62,3123.24,63.36
20 09 2018 03:00,2657.39,10.56,3096.12,62.71
20 09 2018 03:10,2631.24,10.45,3043.69,65.32
20 09 2018 03:20,3002.75,11.38,3390.69,64.96
20 09 2018 03:30,2870.98,11.11,3310.66,62.04
20 09 2018 03:40,2348.87,9.93,2746.40,64.25
20 09 2018 03:50,3013.14,11.40,3394.93,62.31
20 09 2018 04:00,3176.21,11.52,3426.71,57.88
20 09 2018 04:10,2998.77,11.20,3340.07,59.58
20 09 2018 04:20,2768.80,10.72,3166.27,57.70
20 09 2018 04:30,2738.57,10.67,3141.60,58.35
20 09 2018 04:40,2751.55,10.81,3201.63,57.61
20 09 2018 04:50,2762.66,10.73,3166.94,60.54
20 09 2018 05:00,2740.78,10.77,3185.15,59.27
20 09 2018 05:10,2849.64,10.93,3245.46,59.88
20 09 2018 05:20,2915.30,11.21,3342.58,58.06
20 09 2018 05:30,2660.10,10.57,3100.13,62.16
20 09 2018 05:40,2782.68,10.73,3166.78,61.49
20 09 2018 05:50,2516.45,10.29,2958.11,60.91
20 09 2018 06:00,2086.10,9.47,2451.87,58.55
20 09 2018 06:10,1972.46,8.99,2136.66,60.63
20 09 2018 06:20,2224.27,9.67,2572.89,60.65
20 09 2018 06:30,2105.23,9.49,2461.15,60.70
20 09 2018 06:40,2373.92,10.15,2884.04,61.12
20 09 2018 06:50,2391.87,10.09,2843.87,59.21
20 09 2018 07:00,1913.44,9.10,2210.04,57.22
20 09 2018 07:10,1999.21,9.15,2240.44,57.54
20 09 2018 07:20,1851.56,9.01,2150.57,56.78
20 09 2018 07:30,1918.19,9.05,2177.48,56.08
20 09 2018 07:40,1849.49,8.91,2088.55,58.28
20 09 2018 07:50,1898.42,8.90,2080.05,58.40
20 09 2018 08:00,1695.89,8.63,1910.79,58.06
20 09 2018 08:10,1722.38,8.71,1959.56,60.64
20 09 2018 08:20,1732.92,8.73,1968.82,58.91
20 09 2018 08:30,1590.59,8.54,1855.22,61.52
20 09 2018 08:40,1400.56,8.10,1587.96,61.31
20 09 2018 08:50,1364.12,8.09,1580.63,60.49
20 09 2018 09:00,805.87,6.32,737.18,47.85
20 09 2018 09:10,562.53,5.69,525.74,44.39
20 09 2018 09:20,649.30,6.13,668.68,45.38
20 09 2018 09:30,606.95,5.96,613.11,41.46
20 09 2018 09:40,705.62,6.39,763.05,37.05
20 09 2018 09:50,716.03,6.29,727.10,36.78
20 09 2018 10:00,850.39,6.55,825.54,41.23
20 09 2018 10:10,1041.00,7.03,1027.46,35.24
20 09 2018 10:20,1134.97,7.35,1182.24,33.20
20 09 2018 10:30,1149.69,7.35,1183.46,30.94
20 09 2018 10:40,981.26,6.92,980.91,27.12
20 09 2018 10:50,1179.46,7.51,1264.98,28.02
20 09 2018 11:00,1120.27,7.38,1194.39,28.93
20 09 2018 11:10,1073.04,7.40,1206.06,26.78
20 09 2018 11:20,1092.01,7.38,1197.71,30.41
20 09 2018 11:30,847.69,6.73,899.75,32.84
20 09 2018 11:40,817.86,6.67,875.23,30.48
20 09 2018 11:50,803.72,6.58,836.08,30.40
20 09 2018 12:00,907.94,6.86,954.59,34.84
20 09 2018 12:10,852.41,6.88,964.78,32.16
20 09 2018 12:20,1002.67,7.15,1085.48,34.80
20 09 2018 12:30,1103.37,7.40,1204.23,35.99
20 09 2018 12:40,1412.74,8.00,1529.58,31.14
20 09 2018 12:50,1573.42,8.23,1666.45,31.70
20 09 2018 13:00,1569.95,8.24,1668.98,31.05
20 09 2018 13:10,1628.82,8.46,1801.90,34.81
20 09 2018 13:20,1597.28,8.25,1677.44,35.94
20 09 2018 13:30,2215.19,9.85,2695.75,37.59
20 09 2018 13:40,2335.94,10.07,2834.75,36.19
20 09 2018 13:50,2034.24,9.15,2240.11,36.07
20 09 2018 14:00,2228.07,9.65,2556.14,38.24
20 09 2018 14:10,2377.26,10.15,2881.39,38.65
20 09 2018 14:20,2361.43,10.17,2891.51,38.48
20 09 2018 14:30,1719.92,8.65,1923.33,41.76
20 09 2018 14:40,1656.51,8.43,1784.24,40.38
20 09 2018 14:50,1891.07,8.90,2080.15,39.45
20 09 2018 15:00,2059.50,9.34,2367.35,38.82
20 09 2018 15:10,1934.20,9.04,2171.21,40.31
20 09 2018 15:20,1958.97,9.17,2252.82,41.60
20 09 2018 15:30,2030.90,9.24,2299.32,42.90
20 09 2018 15:40,1736.07,8.55,1855.89,49.26
20 09 2018 15:50,2170.24,9.51,2443.88,49.23
20 09 2018 16:00,2083.51,9.41,2410.92,49.51
20 09 2018 16:10,2291.16,9.96,2764.31,52.57
20 09 2018 16:20,2058.44,9.44,2433.61,51.91
20 09 2018 16:30,2150.36,9.70,2590.59,53.04
20 09 2018 16:40,2266.59,9.83,2684.13,51.99
20 09 2018 16:50,2691.34,10.71,3159.24,54.37
20 09 2018 17:00,2844.10,11.09,3302.56,57.93
20 09 2018 17:10,3129.72,11.62,3450.37,55.05
20 09 2018 17:20,3336.63,12.25,3555.57,57.49
20 09 2018 17:30,3582.76,13.39,3600.00,61.10
20 09 2018 17:40,3529.39,12.92,3597.31,60.84
20 09 2018 17:50,3600.38,12.85,3596.01,60.30
20 09 2018 18:00,3512.79,12.91,3597.24,62.72
20 09 2018 18:10,3543.35,12.67,3589.81,62.24
20 09 2018 18:20,3568.56,13.10,3600.00,62.96
20 09 2018 18:30,3557.41,13.07,3600.00,62.08
20 09 2018 18:40,3554.53,12.86,3596.25,60.92
20 09 2018 18:50,3491.28,12.67,3589.75,63.23
20 09 2018 19:00,3585.52,13.26,3600.00,66.30
20 09 2018 19:10,3590.07,13.13,3600.00,64.62
20 09 2018 19:20,3475.55,12.45,3574.97,64.83
20 09 2018 19:30,3554.56,12.72,3592.13,64.63
20 09 2018 19:40,3292.42,11.79,3485.34,63.73
20 09 2018 19:50,3376.42,12.41,3571.69,67.82
20 09 2018 20:00,3241.12,11.95,3513.87,67.93
20 09 2018 20:10,2987.75,11.58,3440.87,73.79
20 09 2018 20:20,2928.55,11.09,3302.92,68.65
20 09 2018 20:30,3122.48,11.53,3429.00,63.63
20 09 2018 20:40,3195.92,11.86,3498.55,63.19
20 09 2018 20:50,3159.68,12.00,3522.33,62.28
20 09 2018 21:00,2724.04,10.96,3257.26,61.90
20 09 2018 21:10,2694.42,10.81,3199.97,61.57
20 09 2018 21:20,2641.03,10.61,3116.91,59.47
20 09 2018 21:30,2291.50,9.93,2745.29,60.84
20 09 2018 21:40,2111.08,9.54,2469.50,60.80
20 09 2018 21:50,2175.96,9.67,2569.74,63.57
20 09 2018 22:00,2128.40,9.56,2487.60,63.05
20 09 2018 22:10,2155.35,9.58,2505.31,62.94
20 09 2018 22:20,2265.77,9.69,2583.21,58.90
20 09 2018 22:30,2350.90,9.93,2750.57,58.93
20 09 2018 22:40,1953.97,9.06,2185.63,59.79
20 09 2018 22:50,1653.57,8.38,1754.25,55.65
20 09 2018 23:00,1323.88,7.81,1425.61,59.38
20 09 2018 23:10,1900.09,8.94,2108.57,58.75
20 09 2018 23:20,1674.91,8.56,1866.17,57.08
20 09 2018 23:30,1594.74,8.36,1744.90,59.07
20 09 2018 23:40,1803.30,8.78,2000.85,60.68
20 09 2018 23:50,1964.98,8.99,2140.39,61.59
21 09 2018 00:00,1928.26,9.07,2192.13,65.14
21 09 2018 00:10,1743.90,8.69,1946.01,65.40
21 09 2018 00:20,1666.79,8.59,1884.36,65.84
21 09 2018 00:30,1530.23,8.30,1706.16,65.22
21 09 2018 00:40,1496.11,8.34,1727.91,63.10
21 09 2018 00:50,1582.30,8.48,1818.38,63.83
21 09 2018 01:00,1855.68,9.09,2205.04,65.40
21 09 2018 01:10,1652.01,8.56,1864.23,61.09
21 09 2018 01:20,1358.22,7.95,1500.32,61.03
21 09 2018 01:30,1495.72,8.34,1730.47,63.68
21 09 2018 01:40,1606.90,8.58,1874.55,65.89
21 09 2018 01:50,1316.32,7.92,1486.25,66.01
21 09 2018 02:00,1305.88,7.90,1470.98,64.38
21 09 2018 02:10,987.17,7.24,1126.51,63.27
21 09 2018 02:20,946.23,7.06,1043.15,63.09
21 09 2018 02:30,984.57,7.24,1125.84,69.17
21 09 2018 02:40,1240.19,7.80,1418.30,67.90
21 09 2018 02:50,1216.06,7.73,1379.14,63.94
21 09 2018 03:00,911.60,7.01,1022.63,60.10
21 09 2018 03:10,1106.57,7.37,1193.26,58.50
21 09 2018 03:20,1130.98,7.41,1212.58,61.06
21 09 2018 03:30,1602.01,8.39,1760.47,62.83
21 09 2018 03:40,1589.31,8.48,1814.31,61.66
21 09 2018 03:50,1837.33,8.80,2018.36,60.39
21 09 2018 04:00,2207.46,9.83,2679.36,64.19
21 09 2018 04:10,2129.85,9.42,2417.86,60.74
21 09 2018 04:20,2104.42,9.48,2454.38,61.09
21 09 2018 04:30,2015.39,9.03,2166.34,58.21
21 09 2018 04:40,1716.74,8.41,1774.25,58.08
21 09 2018 04:50,1725.98,8.45,1799.37,53.84
21 09 2018 05:00,1871.04,8.92,2094.59,54.26
21 09 2018 05:10,1069.76,7.15,1086.46,56.41
21 09 2018 05:20,1583.41,8.35,1737.76,62.98
21 09 2018 05:30,2287.00,9.82,2675.57,56.27
21 09 2018 05:40,2295.85,9.91,2736.95,55.80
21 09 2018 05:50,1973.33,9.04,2169.38,58.24
21 09 2018 06:00,1933.84,8.96,2120.13,55.04
21 09 2018 06:10,1720.86,8.51,1831.90,55.39
21 09 2018 06:20,2242.28,9.82,2672.57,56.60
21 09 2018 06:30,1685.19,8.46,1801.54,54.47
21 09 2018 06:40,1601.76,8.35,1737.81,55.62
21 09 2018 06:50,1431.94,8.17,1631.25,59.12
21 09 2018 07:00,1534.57,8.25,1677.67,62.30
21 09 2018 07:10,1274.24,7.66,1341.39,57.97
21 09 2018 07:20,833.43,6.53,817.48,47.60
21 09 2018 07:30,994.60,6.83,939.30,45.23
21 09 2018 07:40,1204.46,7.39,1202.32,42.84
21 09 2018 07:50,1286.21,7.63,1325.57,44.77
21 09 2018 08:00,1412.40,7.95,1499.37,36.63
21 09 2018 08:10,1268.29,7.61,1314.79,34.56
21 09 2018 08:20,1321.63,7.75,1390.74,41.79
21 09 2018 08:30,1533.06,8.27,1690.73,46.38
21 09 2018 08:40,1162.12,7.38,1199.08,41.39
21 09 2018 08:50,998.35,6.73,898.43,39.84
21 09 2018 09:00,859.22,6.67,872.94,36.39
21 09 2018 09:10,734.39,6.31,733.78,56.27
21 09 2018 09:20,725.21,6.30,730.98,49.29
21 09 2018 09:30,932.07,6.80,928.83,53.54
21 09 2018 09:40,1519.68,8.31,1713.30,61.70
21 09 2018 09:50,843.59,6.70,887.14,49.91
21 09 2018 10:00,444.30,5.45,454.28,44.27
21 09 2018 10:10,583.74,5.99,622.98,46.82
21 09 2018 10:20,756.38,6.37,757.77,36.77
21 09 2018 10:30,700.22,6.40,766.29,30.89
21 09 2018 10:40,671.64,6.18,686.23,31.93
21 09 2018 10:50,653.67,6.28,722.61,36.78
21 09 2018 11:00,727.22,6.36,753.73,39.95
21 09 2018 11:10,664.97,6.13,669.92,30.98
21 09 2018 11:20,693.70,6.37,757.70,27.80
21 09 2018 11:30,779.51,6.62,855.44,32.32
21 09 2018 11:40,637.94,6.25,713.37,33.57
21 09 2018 11:50,687.61,6.44,782.09,35.51
21 09 2018 12:00,656.66,6.26,714.24,36.06
21 09 2018 12:10,633.80,6.24,709.57,37.43
21 09 2018 12:20,539.24,5.79,557.07,40.66
21 09 2018 12:30,475.15,5.54,481.95,37.66
21 09 2018 12:40,459.98,5.69,525.44,34.73
21 09 2018 12:50,461.73,5.60,498.12,33.91
21 09 2018 13:00,547.23,5.97,615.60,40.35
21 09 2018 13:10,598.51,6.09,653.25,38.54
21 09 2018 13:20,620.42,6.17,683.87,41.70
21 09 2018 13:30,224.38,5.90,591.05,40.63
21 09 2018 13:40,975.47,7.11,1067.03,39.34
21 09 2018 13:50,1120.96,7.36,1185.06,42.99
21 09 2018 14:00,1025.14,7.18,1099.81,42.67
21 09 2018 14:10,932.18,6.99,1011.57,43.41
21 09 2018 14:20,1160.55,7.49,1255.35,45.05
21 09 2018 14:30,994.62,7.19,1105.95,45.75
21 09 2018 14:40,1306.34,7.87,1459.15,49.63
